workerid,exp_condition,sent_condition,sentence,typed_sentence,correctly_typed,seen_sentence,picture,picture_description,bpassive_active_other,passive_active_other,seen_picture,Answer.time_in_minutes,Answer.practice,item,trial_type,slide_number
46,by-locative,active,The young woman admired the lake,The young woman admired the lake,1,No,2,The rock hit the man on the head.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,young_woman,target,18
46,by-locative,by-locative,The ship was docking by the pier,The ship was docking by the pier,1,No,20,The rock hit the boy on the head.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,ship,target,20
46,by-locative,active,The escaping prisoner avoided the guard tower,The escaping prisoner avoided the guard tower,1,No,29,The woman was caught by a large tidal wave.,BP,BP,No,28.87596667,the girl with a cast leg is jumping rope.,prisoner,target,22
46,by-locative,by-locative,The nymphs were bathing by the waterfall,The nymphs were bathing by the waterfall,1,No,24,The sailor kicked the soldiers butt.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,nymphs,target,24
46,by-locative,by-locative,The princess was daydreaming by the palace's old gate,"""The princess was daydreaming by the palaces old gate""",1,No,28,"""The wind blew the mans hat off his head.""",A,A,No,28.87596667,the girl with a cast leg is jumping rope.,princess,target,26
46,by-locative,by-locative,The surfer was sprinting by the stormy sea,The surfer was sprinting by the stormy sea,1,No,17,The shark attacked the scared swimmer.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,surfer,target,28
46,by-locative,by-locative,The lumberjack was resting by the giant redwood tree,The lumberjack was resting by the giant redwood tree,1,No,5,The tornado destroyed the barn.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,lumberjack,target,30
46,by-locative,by-locative,The secretary was tripping by the drinking fountain,The secretary was tripping by the drinking fountain,1,No,18,The woman kissed the man.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,secretary,target,32
46,by-locative,by-locative,The fishermen were fishing by the buoy,The fishermen were fishing by the buoy,1,No,16,The woman pushed the man on the sled.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,fishermen,target,34
46,by-locative,active,The construction worker drove the bulldozer,The construction worker drove the bulldozer,1,No,12,the bus was hit by the train,BP,BP,No,28.87596667,the girl with a cast leg is jumping rope.,worker,target,36
46,by-locative,by-locative,The councilman was strolling by the new building,the councilman was strolling by the new building,1,No,4,the wrecking ball destroyed the highrise.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,councilman,target,38
46,by-locative,by-locative,The dog was barking by the fence,the dog was barking by the fence,1,No,31,"""the chef tickled the laughing robbers foot.""",A,A,No,28.87596667,the girl with a cast leg is jumping rope.,dog,target,40
46,by-locative,active,The bum circled the bushes,the bum circled the bushes,1,No,10,the man was caught by a large tidal wave.,BP,BP,No,28.87596667,the girl with a cast leg is jumping rope.,bum,target,42
46,by-locative,by-locative,The bag lady was falling by the revolving door,the bag lady was falling by the revolving door,1,No,11,the ambulance hit the police man.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,lady,target,44
46,by-locative,active,The Dalmatian chased the fire truck,The dalmatian chased the fire truck,1,No,14,the whale ate a man.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,Dalmatian,target,46
46,by-locative,active,The missing geologist underestimated the volcano,The missing geologist underestimated the volcano,1,No,13,the dog chased the post man.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,geologist,target,48
46,by-locative,by-locative,The 747 was landing by the airport control tower,the 747 was landing by the airport control tower,1,No,19,"""the woman kicked the mans butt.""",A,A,No,28.87596667,the girl with a cast leg is jumping rope.,747,target,50
46,by-locative,active,The foreigner misunderstood the blinking traffic light,The foreigner misunderstood the blinking traffic light,1,No,8,"""the wasp stung the old mans hand.""",A,A,No,28.87596667,the girl with a cast leg is jumping rope.,foreigner,target,52
46,by-locative,by-locative,The woman was swimming by the jellyfish,The woman was swimming by the jellyfish,1,No,22,the horse kicked the cows butt.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,woman,target,54
46,by-locative,active,The children disliked the church organ,The children disliked the church organ,1,No,1,The ball hit the boy in the back of the head.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,children,target,56
46,by-locative,by-locative,The new graduate was driving by the software company,The new graduate was driving by the software company,1,No,23,the boxer hit the referee in the face.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,graduate,target,58
46,by-locative,active,The engineers criticized the monument,the engineers criticized the monument,1,No,21,the jack in the box scared the girl.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,engineers,target,60
46,by-locative,by-locative,The grandmother was sketching by the flowers,The grandmother was sketching by the flowers,1,No,6,The church cross was zapped by lightning.,BP,BP,No,28.87596667,the girl with a cast leg is jumping rope.,grandmother,target,62
46,by-locative,active,The minister fixed the broken stained glass window,The minister fixed the broken stained glass window,1,No,15,The fireman saved the baby from the fire.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,minister,target,64
46,by-locative,by-locative,The patron was drinking by the jukebox in the bar,the patron was drinking by the jukebox in the bar,1,No,3,the car hit the ambulance from behind.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,patron,target,66
46,by-locative,active,The Cub Scouts enjoyed the camp fire,the cub scouts enjoyed the camp fire,1,No,30,the ballerina tripped the boxer.,A,A,No,28.87596667,the girl with a cast leg is jumping rope.,scouts,target,68
47,passive,passive,The scientist was inspired by the apple tree,The scientist was inspired by the apple tree,1,No,17,The shark is about to eat the man.,A,A,No,32.00666667,The girl is jump roping.,scientist,target,6
47,passive,passive,The businessman was paged by the airline ticket counter,The businessman was paged by the airline ticket counter,1,No,32,The man is slapping the other man.,A,A,No,32.00666667,The girl is jump roping.,businessman,target,8
47,passive,passive,The engineers were appalled by the monument,The engineers were appalled by the monument,1,No,27,The man was struck by lightening.,BP,BP,No,32.00666667,The girl is jump roping.,engineers,target,10
47,passive,active,The secretary cleaned the drinking fountain,The secretary cleaned the drinking fountain,1,No,28,"""The mans hat blew off in the wind.""",Other ,Other ,No,32.00666667,The girl is jump roping.,secretary,target,12
47,passive,passive,The students were bankrupted by the new sports complex,The students were bankrupted by the new sports complex,1,No,15,The firefighter saved the baby from the burning house,A,A,No,32.00666667,The girl is jump roping.,students,target,14
47,passive,active,The lumberjack struck the giant redwood tree,The lumberjack struct the giant redwood tree,1,No,18,THe woman is kissing her husband.,A,A,No,32.00666667,The girl is jump roping.,lumberjack,target,16
47,passive,passive,The surfer was excited by the stormy sea,The surfer was excited by the stormy sea,1,No,14,The whale swallowed the man.,A,A,No,32.00666667,The girl is jump roping.,surfer,target,18
47,passive,passive,The dog was protected by the fence,The dog was protected by the fence,1,No,16,The girl is pushing the friend on the sled.,A,A,No,32.00666667,The girl is jump roping.,dog,target,20
47,passive,passive,The bag lady was caught by the revolving door,The bag lady was caught by the revolving door,1,No,20,A rock hit the man on the head.,A,A,No,32.00666667,The girl is jump roping.,lady,target,22
47,passive,passive,The senator was awed by the statue,The senator was awed by the statue,1,No,7,The truck is towing the car.,A,A,No,32.00666667,The girl is jump roping.,senator,target,24
47,passive,active,The young woman admired the lake,The young woman admired the lake,1,No,13,The dog is chasing the mailman.,A,A,No,32.00666667,The girl is jump roping.,young_woman,target,26
47,passive,passive,The children were deafened by the church organ,The children were deafened by the church organ,1,No,26,The man is saving the drowning woman.,A,A,No,32.00666667,The girl is jump roping.,children,target,28
47,passive,active,The construction worker drove the bulldozer,The construction worker drove the bulldozer,1,No,4,The building is being torn down.,Other ,P,No,32.00666667,The girl is jump roping.,worker,target,30
47,passive,passive,The dictator was overthrown by the general,The dictator was overthrown by the general,1,No,9,The alarm scared the man.,A,A,No,32.00666667,The girl is jump roping.,dictator,target,32
47,passive,active,The new graduate joined the software company,The new graduate joined the software company,1,No,19,The woman kicked the man.,A,A,No,32.00666667,The girl is jump roping.,graduate,target,34
47,passive,active,The missing geologist underestimated the volcano,The missing geologist undestimated the volcano,1,No,5,A tornado tore up the barn.,A,A,No,32.00666667,The girl is jump roping.,geologist,target,36
47,passive,active,The 747 radioed the airport control tower,The 747 radioed the airport control tower,1,No,2,"""The rock fell on top of the mans head.""",Other ,Other ,No,32.00666667,The girl is jump roping.,747,target,38
47,passive,active,The stockbroker impressed the client,The stockbroker impressed the client,1,No,10,The man is in th water.,Other ,Other ,No,32.00666667,The girl is jump roping.,stockbroker,target,40
47,passive,passive,The ship was damaged by the pier,The ship was damaged by the pier,1,No,30,The ballerina tripped the boxer.,A,A,No,32.00666667,The girl is jump roping.,ship,target,42
47,passive,active,The Cub Scouts enjoyed the camp fire,The Cub Scouts enjoyed the camp fire,1,No,3,The car is behind the ambulance.,Other ,Other ,No,32.00666667,The girl is jump roping.,scouts,target,44
47,passive,passive,The nymphs were soaked by the waterfall,The numphs were soaked by the waterfall,1,No,1,The boy missed the baseball.,Other ,Other ,No,32.00666667,The girl is jump roping.,nymphs,target,46
47,passive,active,The grandmother liked the flowers,The grandmother liked the flowers,1,No,22,The horse kicked the cow.,A,A,No,32.00666667,The girl is jump roping.,grandmother,target,48
47,passive,active,The councilman opened the new building,The councilman opened the new building,1,No,6,The lightening struck the church.,A,A,No,32.00666667,The girl is jump roping.,councilman,target,50
47,passive,passive,The fishermen were startled by the buoy,The fishermen were startled by the buoy,1,No,31,"""The chef is tickling the bandits foot.""",A,A,No,32.00666667,The girl is jump roping.,fishermen,target,52
47,passive,active,The minister fixed the broken stained glass window,The minister fixed the broken stained glass window,1,No,12,The train crashed into the van.,A,A,No,32.00666667,The girl is jump roping.,minister,target,54
47,passive,passive,The princess was delighted by the palace's old gate,"""The princess was delighted by the palaces old gate""",1,No,25,The angel is in the sky.,Other ,Other ,No,32.00666667,The girl is jump roping.,princess,target,56
47,passive,active,The patron destroyed the jukebox in the bar,The patron destroyed the jukebox in the bar,1,No,11,The ambulance hit the man.,A,A,No,32.00666667,The girl is jump roping.,patron,target,58
47,passive,active,The escaping prisoner avoided the guard tower,The escaping prisoner avoided the guard tower,1,No,29,The woman is caught by the wave.,BP,BP,No,32.00666667,The girl is jump roping.,prisoner,target,60
47,passive,active,The bum circled the bushes,The bum circled the bushes,1,No,21,The jack in the box scared the woman.,A,A,No,32.00666667,The girl is jump roping.,bum,target,62
47,passive,passive,The Dalmatian was pursued by the fire truck,The Dalmatian was pursued by the fire truck,1,No,8,The bee stung the man.,A,A,No,32.00666667,The girl is jump roping.,Dalmatian,target,64
47,passive,passive,The foreigner was confused by the blinking traffic light,The foreigner was confused by the blinking traffic light,1,No,24,The sailor kicked the man.,A,A,No,32.00666667,The girl is jump roping.,foreigner,target,66
47,passive,active,The woman caught the jellyfish,The woman caught the jellyfish,1,No,23,The boxer punnched the referee.,A,A,No,32.00666667,The girl is jump roping.,woman,target,68
48,passive,active,The bum circled the bushes,The bum circled the bushes,1,No,9,The man was awoken by a blaring alarm clock sitting on the dresser while in bed,BP,BP,No,49.1764,The woman is jump roping,bum,target,6
48,passive,passive,The dictator was overthrown by the general,The dictator was overthrown by the general,1,No,3,A car hit the back of an ambulance,A,A,No,49.1764,The woman is jump roping,dictator,target,8
48,passive,passive,The construction worker was hit by the bulldozer,The construction worker was hit by the bulldozer,1,No,4,The wrecker is demolishing a 6 story building,A,A,No,49.1764,The woman is jump roping,worker,target,10
48,passive,active,The engineers criticized the monument,The engineers criticized the monument,1,No,28,The wind blew the man with the suit hat off while he was walking,A,A,No,49.1764,The woman is jump roping,engineers,target,12
48,passive,active,The foreigner misunderstood the blinking traffic light,The foreigner misunderstood the blinking traffic light,1,No,6,The lightning from the storm hit the cross on top of the church building,A,A,No,49.1764,The woman is jump roping,foreigner,target,14
48,passive,passive,The Dalmatian was pursued by the fire truck,The Dalmatian was pursued by the fire truck,1,No,14,The whale is swallowing a man in the water while blowing water through its blow hole.,A,A,No,49.1764,The woman is jump roping,Dalmatian,target,16
48,passive,passive,The surfer was excited by the stormy sea,The surfer was excited by the stormy sea,1,No,8,The bee stung the man with the wild hair on his back hand ,A,A,No,49.1764,The woman is jump roping,surfer,target,18
48,passive,active,The senator unveiled the statue,The senator unveiled the statue,1,No,19,The woman kicked the man in his butt with her left foot.,A,A,No,49.1764,The woman is jump roping,senator,target,20
48,passive,passive,The businessman was paged by the airline ticket counter,The businessman was paged by the airline ticket counter,1,No,23,The boxer punched the referee in the chin in the boxing ring,A,A,No,49.1764,The woman is jump roping,businessman,target,22
48,passive,passive,The escaping prisoner was illuminated by the guard tower,The escaping prisoner was illuminated by the guard tower,1,No,21,The woman was terrified by the clown in the pop up box.,BP,BP,No,49.1764,The woman is jump roping,prisoner,target,24
48,passive,active,The new graduate joined the software company,The new graduate joined the software company,1,No,13,The mailman is running from a scary dog while dropping mail.,Other ,Other ,No,49.1764,The woman is jump roping,graduate,target,26
48,passive,passive,The scientist was inspired by the apple tree,The scientist was inspired by the apple tree,1,No,17,The shark is about to take a bite of the man swimming in the water,Other ,Other ,No,49.1764,The woman is jump roping,scientist,target,28
48,passive,active,The nymphs saw the waterfall,The nymphs saw the waterfall,1,No,18,The woman is kissing the man on the cheek.,A,A,No,49.1764,The woman is jump roping,nymphs,target,30
48,passive,active,The councilman opened the new building,The councilman opened the new building,1,No,10,The man is standing in the water close to shore about to get hit by a wave.,Other ,Other ,No,49.1764,The woman is jump roping,councilman,target,32
48,passive,passive,The ship was damaged by the pier,The ship was damaged by the pier,1,No,29,The woman is standing in the water with her bathing suit about to get hit by a wave,Other ,Other ,No,49.1764,The woman is jump roping,ship,target,34
48,passive,passive,The grandmother was pleased by the flowers,The grandmother was pleased by the flowers,1,No,22,The horse kicked the cow in the butt.,A,A,No,49.1764,The woman is jump roping,grandmother,target,36
48,passive,active,The lumberjack struck the giant redwood tree,The lumberjack struck the giant redwood tree,1,No,16,The woman is pushing the man on the sled,A,A,No,49.1764,The woman is jump roping,lumberjack,target,38
48,passive,passive,The woman was stung by the jellyfish,The woman was stung by the jellyfish,1,No,11,The police officer was hit by an ambulance in the back.,BP,BP,No,49.1764,The woman is jump roping,woman,target,40
48,passive,passive,The secretary was splashed by the drinking fountain,The secretary was splashed by the drinking fountain,1,No,5,The barn was destroyed by a massive tornado.,BP,BP,No,49.1764,The woman is jump roping,secretary,target,42
48,passive,passive,The fishermen were startled by the buoy,The fisherman were startled by the buoy,1,No,7,The car is being towed by a tow truck.,BP,BP,No,49.1764,The woman is jump roping,fishermen,target,44
48,passive,active,The princess renovated the palace's old gate,"""The princess renovated the palacess old gate""",1,No,24,The sailor kicked the man with the helmet in the butt.,A,A,No,49.1764,The woman is jump roping,princess,target,46
48,passive,passive,The students were bankrupted by the new sports complex,The students were bankrupted by the new sports complex,1,No,30,"The dancers stepped on the boxer foot,",Other ,Other ,No,49.1764,The woman is jump roping,students,target,48
48,passive,passive,The Cub Scouts were warmed by the campfire,The Cub Scouts were warmed by the campfire,1,No,27,The man was struck by lightning while playing golf.,BP,BP,No,49.1764,The woman is jump roping,scouts,target,50
48,passive,active,The 747 radioed the airport control tower,The 747 radioed the airport control tower,1,No,32,The pirated slapped the sailor in the face.,A,A,No,49.1764,The woman is jump roping,747,target,52
48,passive,active,The children disliked the church organ,The children disliked the church organ,1,No,31,The chef is tickling the man in the mask with a leaf on his bare foot.,A,A,No,49.1764,The woman is jump roping,children,target,54
48,passive,active,The stockbroker impressed the client,The stockbroker impressed the client,1,No,1,The man with the hat was hit by a ball that was thrown.,BP,BP,No,49.1764,The woman is jump roping,stockbroker,target,56
48,passive,active,The minister fixed the broken stained glass window,The minister fixed the broken stained glass window,1,No,12,The train hit the bus that was crossing the track.,A,A,No,49.1764,The woman is jump roping,minister,target,58
48,passive,passive,The young woman was calmed by the lake,The young woman was calmed by the lake,1,No,2,The man was hit by a rock that fell of the cliff in the head.,BP,BP,No,49.1764,The woman is jump roping,young_woman,target,60
48,passive,passive,The patron was annoyed by the jukebox in the bar,The patron was annoyed by the jukebox in the bar,1,No,20,the man was hit in the head by a rock that was thrown,BP,BP,No,49.1764,The woman is jump roping,patron,target,62
48,passive,active,The bag lady stopped the revolving door,the bag lady stopped the revolving door,1,No,15,the fireman saved a baby from a burning building,A,A,No,49.1764,The woman is jump roping,lady,target,64
48,passive,active,The dog jumped the fence,The dog jumped the fence,1,No,25,The devil poked the angel in the back with his staff.,A,A,No,49.1764,The woman is jump roping,dog,target,66
48,passive,active,The missing geologist underestimated the volcano,the missing geologist underestimated the volcano ,1,No,26,The man in the boat is saving a woman in the sea,A,A,No,49.1764,The woman is jump roping,geologist,target,68
49,passive,active,The bum circled the bushes,The bum circled the bushes,1,No,26,The man saves the woman from drowning.,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,bum,target,6
49,passive,active,The new graduate joined the software company,The new graduate joined the software company,1,No,14,The man is being eaten by a whale.,BP,BP,No,55.60136667,The girl jumps rope with a cast on her foot,graduate,target,8
49,passive,passive,The Dalmatian was pursued by the fire truck,The Dalmatian was pursued by the fire truck,1,No,32,The pirate slapped the sailor.,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,Dalmatian,target,10
49,passive,active,The children disliked the church organ,The children disliked the church organ,1,No,2,"""The rock fell on the mans head""",Other ,Other ,No,55.60136667,The girl jumps rope with a cast on her foot,children,target,12
49,passive,active,The construction worker drove the bulldozer,The construction worker drove the bulldozer,1,No,23,The boxer punched the referee,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,worker,target,14
49,passive,active,The escaping prisoner avoided the guard tower,The escaping prisoner avoided the guard tower,1,No,13,The dog chases the mailman,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,prisoner,target,16
49,passive,active,The surfer watched the stormy sea,The surfer watched the stormy sea,1,No,21,The woman is frightened by the Jack-in-the-Box,BP,BP,No,55.60136667,The girl jumps rope with a cast on her foot,surfer,target,18
49,passive,passive,The princess was delighted by the palace's old gate,"""The princess was delighted by the palaces old gate""",1,No,19,The woman kicks the man in his butt,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,princess,target,20
49,passive,active,The students tried the new sports complex,The students tried the new sports complex,1,No,12,The train collided with the bus,Other ,Other ,No,55.60136667,The girl jumps rope with a cast on her foot,students,target,22
49,passive,passive,The secretary was splashed by the drinking fountain,The secretary was splashed by the drinking fountain,1,No,16,One man pushed the other man on a sled,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,secretary,target,24
49,passive,passive,The bag lady was caught by the revolving door,The bag lady was caught by the revolving door,1,No,17,The man who is swimming got attacked by a shark,BP,BP,No,55.60136667,The girl jumps rope with a cast on her foot,lady,target,26
49,passive,active,The missing geologist underestimated the volcano,The missing geologist underestimated the volcano,1,No,5,The tornado destroyed the barn,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,geologist,target,28
49,passive,active,The minister fixed the broken stained glass window,The minister fixed the broken stained glass window,1,No,20,A man gets hit on his head by a stone,BP,BP,No,55.60136667,The girl jumps rope with a cast on her foot,minister,target,30
49,passive,active,The grandmother liked the flowers,The grandmother liked the flowers,1,No,27,The man who is playing golf got struck by lightning,BP,BP,No,55.60136667,The girl jumps rope with a cast on her foot,grandmother,target,32
49,passive,passive,The foreigner was confused by the blinking traffic light,The foreigner was confused by the blinking traffic light,1,No,3,The car collided with the ambulance,Other ,Other ,No,55.60136667,The girl jumps rope with a cast on her foot,foreigner,target,34
49,passive,passive,The engineers were appalled by the monument,The engineers were appalled by the monument,1,No,11,The police officer got hit by the ambulance,BP,BP,No,55.60136667,The girl jumps rope with a cast on her foot,engineers,target,36
49,passive,passive,The 747 was radioed by the airport control tower,The 747 was radioed by the airport control tower,1,No,8,The man got stung by a bee,BP,BP,No,55.60136667,The girl jumps rope with a cast on her foot,747,target,38
49,passive,passive,The young woman was calmed by the lake,The young woman was calmed by the lake,1,No,30,The woman who is a ballerina trips the man who is a boxer,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,young_woman,target,40
49,passive,passive,The lumberjack was struck by the giant redwood tree,The lumberjack was struck by the giant redwood tree,1,No,31,The chef tickles the bandit,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,lumberjack,target,42
49,passive,passive,The senator was awed by the statue,The senator was awed by the statue,1,No,6,The church got struck by lightning,BP,BP,No,55.60136667,The girl jumps rope with a cast on her foot,senator,target,44
49,passive,active,The woman caught the jellyfish,The woman caught the jellyfish,1,No,1,A man gets hit by a ball,BP,BP,No,55.60136667,The girl jumps rope with a cast on her foot,woman,target,46
49,passive,passive,The scientist was inspired by the apple tree,The scientist was inspired by the apple tree,1,No,25,The angel got poked by the devil,BP,BP,No,55.60136667,The girl jumps rope with a cast on her foot,scientist,target,48
49,passive,active,The fishermen damaged the buoy,The fishermen damaged the buoy,1,No,10,The man got wet by the wave,BP,BP,No,55.60136667,The girl jumps rope with a cast on her foot,fishermen,target,50
49,passive,passive,The patron was annoyed by the jukebox in the bar,The patron was annoyed by the jukebox in the bar,1,No,22,The horse kicks the cow,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,patron,target,52
49,passive,active,The Cub Scouts enjoyed the camp fire,The Cub Scouts enjoyed the camp fire,1,No,28,"""The wind blew off the mans hat""",A,A,No,55.60136667,The girl jumps rope with a cast on her foot,scouts,target,54
49,passive,passive,The ship was damaged by the pier,The ship was damaged by the pier,1,No,29,The woman got wet by the wave,BP,BP,No,55.60136667,The girl jumps rope with a cast on her foot,ship,target,56
49,passive,passive,The nymphs were soaked by the waterfall,The nymphs were soaked by the waterfall,1,No,18,The woman kiss the man,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,nymphs,target,58
49,passive,active,The councilman opened the new building,The councilman opened the new building,1,No,9,The alarm clock woke up the man,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,councilman,target,60
49,passive,active,The dog jumped the fence,The dog jumped the fence,1,No,15,The firefighter saved the baby from the fire,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,dog,target,62
49,passive,active,The businessman left the airline ticket counter,The businessman left the airline ticket counter,1,No,7,The car got towed by the truck,BP,BP,No,55.60136667,The girl jumps rope with a cast on her foot,businessman,target,64
49,passive,passive,The dictator was overthrown by the general,The dictator was overthrown by the general,1,No,24,The sailor kicked the soldier in his butt,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,dictator,target,66
49,passive,passive,The stockbroker was sued by the client,The stockbroker was sued by the client,1,No,4,The tractor demolish the building,A,A,No,55.60136667,The girl jumps rope with a cast on her foot,stockbroker,target,68
50,non-by-locative,non-by-locative,The new graduate has driven around the software company,The new graduate has driven around the software company,1,No,23,A referee been punched on his face,Other ,Other ,No,53.19568333,A girl skipping,graduate,target,6
50,non-by-locative,non-by-locative,The students have worked in the new sports complex,The students have worked in the new sports complex,1,No,3,A car smashed from behind.,Other ,Other ,No,53.19568333,A girl skipping,students,target,8
50,non-by-locative,active,The missing geologist underestimated the volcano,The missing geologist underestimated the volcano,1,No,5,A tornado destroying a house.,Other ,Other ,No,53.19568333,A girl skipping,geologist,target,10
50,non-by-locative,non-by-locative,The patron has drunk at the jukebox in the bar,The patron has drunk at the jukebox in the bar,1,No,24,A man kicking another officer from behind.,Other ,Other ,No,53.19568333,A girl skipping,patron,target,12
50,non-by-locative,non-by-locative,The dog has barked behind the fence,The dog has barked behind the fence,1,No,11,Someone hit by a vehicle.,Other ,Other ,No,53.19568333,A girl skipping,dog,target,14
50,non-by-locative,active,The princess renovated the palace's old gate,"""The princess renovated the palaces old gate""",1,No,19,A lady kicking a boys buttocks. ,Other ,Other ,No,53.19568333,A girl skipping,princess,target,16
50,non-by-locative,non-by-locative,The fishermen have fished at the buoy,The fishermen have fished at the buoy,1,No,28,"""Wind removes a mans cap from his head.""",A,A,No,53.19568333,A girl skipping,fishermen,target,18
50,non-by-locative,non-by-locative,The foreigner has loitered at the blinking traffic light,The foreigner has loitered at the blinking traffic light,1,No,27,A man struck by lightening.,BP,BP,No,53.19568333,A girl skipping,foreigner,target,20
50,non-by-locative,non-by-locative,The construction worker has dug with the bulldozer,The construction worker has dug with the bulldozer,1,No,20,"""A stone hits a boys head""",A,A,No,53.19568333,A girl skipping,worker,target,22
50,non-by-locative,active,The ship approached the pier,The ship approached the pier,1,No,15,A child saved from fire,Other ,Other ,No,53.19568333,A girl skipping,ship,target,24
50,non-by-locative,active,The escaping prisoner avoided the guard tower,The escaping prisoner avoided the guard tower,1,No,7,A car lift carrying a car from the ground.,Other ,Other ,No,53.19568333,A girl skipping,prisoner,target,26
50,non-by-locative,non-by-locative,The dictator has stood behind the general,The dictator has stood behind the general,1,No,8,An ant bites a man man on his hand.,A,A,No,53.19568333,A girl skipping,dictator,target,28
50,non-by-locative,active,The Dalmatian chased the fire truck,The Dalmatian chased the fire truck,1,No,22,A horse and cow fighting,Other ,Other ,No,53.19568333,A girl skipping,Dalmatian,target,30
50,non-by-locative,non-by-locative,The engineers have conferred at the monument,The engineers have conferred at the monument,1,No,26,A boy helping a girl in the water.,Other ,Other ,No,53.19568333,A girl skipping,engineers,target,32
50,non-by-locative,active,The lumberjack struck the giant redwood tree,The lumberjack struck the giant redwood tree,1,No,4,A truck destroys a building.,A,A,No,53.19568333,A girl skipping,lumberjack,target,34
50,non-by-locative,non-by-locative,The bag lady has fallen in the revolving door,The bag lady has fallen in the revolving door,1,No,2,"""A big stone on a boys head""",Other ,Other ,No,53.19568333,A girl skipping,lady,target,36
50,non-by-locative,active,The businessman left the airline ticket counter,The businessman left the airline ticket counter,1,No,29,A woman in a beach,Other ,Other ,No,53.19568333,A girl skipping,businessman,target,38
50,non-by-locative,active,The secretary cleaned the drinking fountain,The secretary cleaned the drinking fountain,1,No,12,A vehicle smashed by a train.,Other ,Other ,No,53.19568333,A girl skipping,secretary,target,40
50,non-by-locative,non-by-locative,The young woman has walked along the lake,The young woman has walked along the lake,1,No,9,A boy wake from sleep by clock alarm.,Other ,Other ,No,53.19568333,A girl skipping,young_woman,target,42
50,non-by-locative,active,The children disliked the church organ,The children disliked the church organs,1,No,31,A chef making a boy laugh so hard on the floor,Other ,Other ,No,53.19568333,A girl skipping,children,target,44
50,non-by-locative,active,The scientist examined the apple tree,The scientist examined the apple tree,1,No,10,A man in a beach water,Other ,Other ,No,53.19568333,A girl skipping,scientist,target,46
50,non-by-locative,non-by-locative,The councilman has strolled past the new building,The councilman has strolled past the new building,1,No,13,A man chased by a dog.,Other ,Other ,No,53.19568333,A girl skipping,councilman,target,48
50,non-by-locative,active,The senator unveiled the statue,The senator unveiled the statue,1,No,30,A girl steps on a boy and make him fall,Other ,Other ,No,53.19568333,A girl skipping,senator,target,50
50,non-by-locative,active,The 747 radioed the airport control tower,The 747 radioed the airport control tower,1,No,16,A boy pushing his friend ,Other ,Other ,No,53.19568333,A girl skipping,747,target,52
50,non-by-locative,active,The bum circled the bushes,The bum circled the bushes,1,No,17,A shark close to a boy.,Other ,Other ,No,53.19568333,A girl skipping,bum,target,54
50,non-by-locative,active,The Cub Scouts enjoyed the camp fire,The Cub Scouts enjoyed the camp fire,1,No,21,A girl scared of a toy,Other ,Other ,No,53.19568333,A girl skipping,scouts,target,56
50,non-by-locative,non-by-locative,The surfer has sprinted along the stormy sea,The surfer has sprinted along the stormy sea,1,No,14,A shark about to swallow a boy.,Other ,Other ,No,53.19568333,A girl skipping,surfer,target,58
50,non-by-locative,active,The minister fixed the broken stained glass window,The minister fixed the broken stained glass window,1,No,6,A lightening struck a church building.,A,A,No,53.19568333,A girl skipping,minister,target,60
50,non-by-locative,non-by-locative,The woman has swum into the jellyfish,The woman has swum into the jellyfish,1,No,18,A girl kissing a boy,Other ,Other ,No,53.19568333,A girl skipping,woman,target,62
50,non-by-locative,non-by-locative,The stockbroker has sat opposite the client,The stockbroker has sat opposite the client,1,No,1,A ball hit a man,A,A,No,53.19568333,A girl skipping,stockbroker,target,64
50,non-by-locative,active,The grandmother liked the flowers,The grandmother liked the flowers,1,No,32,A pirate slap a man,A,A,No,53.19568333,A girl skipping,grandmother,target,66
